PNA ID	Chromosome ID	Alignment Strand	Alignment Start	Feature Start	Alignment to STC	Feature Info
thrC_4	NC_000913.3	+	2695794	2695801	-6	ID=cds2540;Parent=gene2623;Dbxref=ASAP:ABE-0008417,UniProtKB/Swiss-Prot:P0AGC5,Genbank:NP_417053.2,EcoGene:EG11373,GeneID:947028;Name=NP_417053.2;Note=putative periplasmic binding transport protein;Ontology_term=GO:0042597;gbkey=CDS;gene=mltF;go_component=periplasmic space|0042597||;product=membrane-bound lytic transglycosylase F%2C murein hydrolase;protein_id=NP_417053.2;transl_table=11	
thrL_9	NC_000913.3	+	2737597	2737599	-1	ID=cds2576;Parent=gene2665;Dbxref=ASAP:ABE-0008543,UniProtKB/Swiss-Prot:P0AD72,Genbank:NP_417089.1,EcoGene:EG11271,GeneID:947080;Name=NP_417089.1;Note=leader peptide of chorismate mutase-P-prephenate dehydratase;Ontology_term=GO:0009094;gbkey=CDS;gene=pheL;go_process=L-phenylalanine biosynthetic process|0009094||;product=pheA gene leader peptide;protein_id=NP_417089.1;transl_table=11	
yaaX_4	NC_000913.3	+	2791247	2791273	-25	ID=cds2629;Parent=gene2721;Dbxref=ASAP:ABE-0008758,UniProtKB/Swiss-Prot:P25526,Genbank:NP_417147.1,EcoGene:EG11329,GeneID:948060;Name=NP_417147.1;Note=succinate-semialdehyde dehydrogenase%2C NADP-dependent activity;Ontology_term=GO:0009450,GO:0009447;gbkey=CDS;gene=gabD;go_process=gamma-aminobutyric acid catabolic process|0009450||,putrescine catabolic process|0009447||;product=succinate-semialdehyde dehydrogenase I%2C NADP-dependent;protein_id=NP_417147.1;transl_table=11	
yaaX_5	NC_000913.3	+	2791248	2791273	-24	ID=cds2629;Parent=gene2721;Dbxref=ASAP:ABE-0008758,UniProtKB/Swiss-Prot:P25526,Genbank:NP_417147.1,EcoGene:EG11329,GeneID:948060;Name=NP_417147.1;Note=succinate-semialdehyde dehydrogenase%2C NADP-dependent activity;Ontology_term=GO:0009450,GO:0009447;gbkey=CDS;gene=gabD;go_process=gamma-aminobutyric acid catabolic process|0009450||,putrescine catabolic process|0009447||;product=succinate-semialdehyde dehydrogenase I%2C NADP-dependent;protein_id=NP_417147.1;transl_table=11	
yaaX_10	NC_000913.3	+	2939358	2939368	-9	ID=cds2767;Parent=gene2867;Dbxref=ASAP:ABE-0009195,UniProtKB/Swiss-Prot:P0ACK8,Genbank:NP_417285.1,EcoGene:EG10353,GeneID:946905;Name=NP_417285.1;Note=positive regulator of the fuc operon;Ontology_term=GO:0005737,GO:0016052,GO:0006350,GO:0016563;gbkey=CDS;gene=fucR;go_component=cytoplasm|0005737||;go_function=transcription activator activity|0016563||;go_process=carbohydrate catabolic process|0016052||,transcription|0006350||;product=l-fucose operon activator;protein_id=NP_417285.1;transl_table=11	
thrC_4	NC_000913.3	-	3124237	3124231	-6	ID=cds2929;Parent=gene3039;Dbxref=ASAP:ABE-0009769,UniProtKB/Swiss-Prot:P0AEQ1,Genbank:NP_417451.1,EcoGene:EG12952,GeneID:947473;Name=NP_417451.1;gbkey=CDS;gene=glcG;product=DUF336 family protein;protein_id=NP_417451.1;transl_table=11	
yaaX_9	NC_000913.3	+	3207369	3207371	-1	ID=cds3012;Parent=gene3124;Dbxref=ASAP:ABE-0010052,UniProtKB/Swiss-Prot:P0AC35,Genbank:NP_417534.1,EcoGene:EG11169,GeneID:947568;Name=NP_417534.1;Note=L-tartrate dehydratase%2C subunit B;Ontology_term=GO:0006113;gbkey=CDS;gene=ttdB;go_process=fermentation|0006113||;product=L-tartrate dehydratase%2C beta subunit;protein_id=NP_417534.1;transl_table=11	
thrA_2	NC_000913.3	+	3236531	3236540	-8	ID=cds3035;Parent=gene3148;Dbxref=ASAP:ABE-0010142,UniProtKB/Swiss-Prot:P42598,Genbank:NP_417557.1,EcoGene:EG12728,GeneID:947598;Name=NP_417557.1;Ontology_term=GO:0009274;gbkey=CDS;gene=ygjQ;go_component=peptidoglycan-based cell wall|0009274||;product=DUF218 superfamily protein;protein_id=NP_417557.1;transl_table=11	
yaaX_9	NC_000913.3	-	3260111	3260110	-1	ID=cds3060;Parent=gene3173;Dbxref=ASAP:ABE-0010240,UniProtKB/Swiss-Prot:P0AGL2,Genbank:NP_417583.4,EcoGene:EG12757,GeneID:947624;Name=NP_417583.4;gbkey=CDS;gene=tdcF;product=putative reactive intermediate deaminase;protein_id=NP_417583.4;transl_table=11	
yaaA_9	NC_000913.3	-	3274938	3274907	-31	ID=cds3072;Parent=gene3186;Dbxref=ASAP:ABE-0010279,UniProtKB/Swiss-Prot:P0AA80,Genbank:NP_417596.1,EcoGene:EG12760,GeneID:947642;Name=NP_417596.1;Note=putative transport protein;Ontology_term=GO:0009274,GO:0019866,GO:0016052;gbkey=CDS;gene=garP;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;go_process=carbohydrate catabolic process|0016052||;product=putative (D)-galactarate transporter;protein_id=NP_417596.1;transl_table=11	
thrC_3	NC_000913.3	-	3336501	3336494	-7	ID=cds3133;Parent=gene3250;Dbxref=ASAP:ABE-0010479,UniProtKB/Swiss-Prot:P0A749,Genbank:NP_417656.1,EcoGene:EG11358,GeneID:947703;Name=NP_417656.1;Note=first step in murein biosynthesis%3BUDP-N-glucosamine 1-carboxyvinyltransferase;Ontology_term=GO:0009274,GO:0009252;experiment=N-terminus verified by Edman degradation: PMID 1512209;gbkey=CDS;gene=murA;go_component=peptidoglycan-based cell wall|0009274||;go_process=peptidoglycan biosynthetic process|0009252||;product=UDP-N-acetylglucosamine 1-carboxyvinyltransferase;protein_id=NP_417656.1;transl_table=11	
thrB_7	NC_000913.3	+	3412590	3412621	-30	ID=cds3207;Parent=gene3325;Dbxref=ASAP:ABE-0010710,UniProtKB/Swiss-Prot:P64619,Genbank:NP_417729.1,EcoGene:EG12832,GeneID:947700;Name=NP_417729.1;gbkey=CDS;gene=yhdU;product=putative membrane protein;protein_id=NP_417729.1;transl_table=11	
thrB_2	NC_000913.3	+	3415024	3415033	-8	ID=cds3210;Parent=gene3328;Dbxref=ASAP:ABE-0010724,UniProtKB/Swiss-Prot:P24181,Genbank:NP_417732.1,EcoGene:EG10267,GeneID:947768;Name=NP_417732.1;Note=integral transmembrane protein%3B acridine resistance;Ontology_term=GO:0009274,GO:0019866,GO:0042493;gbkey=CDS;gene=acrF;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;go_process=response to drug|0042493||;product=multidrug efflux system protein;protein_id=NP_417732.1;transl_table=11	
yaaX_9	NC_000913.3	+	3419040	3419042	-1	ID=cds3212;Parent=gene3330;Dbxref=ASAP:ABE-0010731,UniProtKB/Swiss-Prot:P45766,EcoGene:EG12834,GeneID:947766;Note=pseudogene%2C ABC transporter periplasmic binding protein family%3Bputative transport%3B Not classified~putative periplasmic binding transport protein%3B periplasmic-binding component of ABC superfamily;Ontology_term=GO:0042597,GO:0009063;gbkey=CDS;gene=yhdW;go_component=periplasmic space|0042597||;go_process=cellular amino acid catabolic process|0009063||;pseudo=true;transl_table=11	
yaaX_10	NC_000913.3	+	3419041	3419042	0	ID=cds3212;Parent=gene3330;Dbxref=ASAP:ABE-0010731,UniProtKB/Swiss-Prot:P45766,EcoGene:EG12834,GeneID:947766;Note=pseudogene%2C ABC transporter periplasmic binding protein family%3Bputative transport%3B Not classified~putative periplasmic binding transport protein%3B periplasmic-binding component of ABC superfamily;Ontology_term=GO:0042597,GO:0009063;gbkey=CDS;gene=yhdW;go_component=periplasmic space|0042597||;go_process=cellular amino acid catabolic process|0009063||;pseudo=true;transl_table=11	
thrB_10	NC_000913.3	-	3444563	3444539	-24	ID=cds3238;Parent=gene3363;Dbxref=ASAP:ABE-0010819,UniProtKB/Swiss-Prot:P02413,Genbank:NP_417760.1,EcoGene:EG10876,GeneID:947798;Name=NP_417760.1;Ontology_term=GO:0005737,GO:0006412,GO:0003735;experiment=N-terminus verified by Edman degradation: PMID 340263;gbkey=CDS;gene=rplO;go_component=cytoplasm|0005737||;go_function=structural constituent of ribosome|0003735||;go_process=translation|0006412||;product=50S ribosomal subunit protein L15;protein_id=NP_417760.1;transl_table=11	
thrB_9	NC_000913.3	-	3444564	3444539	-25	ID=cds3238;Parent=gene3363;Dbxref=ASAP:ABE-0010819,UniProtKB/Swiss-Prot:P02413,Genbank:NP_417760.1,EcoGene:EG10876,GeneID:947798;Name=NP_417760.1;Ontology_term=GO:0005737,GO:0006412,GO:0003735;experiment=N-terminus verified by Edman degradation: PMID 340263;gbkey=CDS;gene=rplO;go_component=cytoplasm|0005737||;go_function=structural constituent of ribosome|0003735||;go_process=translation|0006412||;product=50S ribosomal subunit protein L15;protein_id=NP_417760.1;transl_table=11	
thrB_8	NC_000913.3	-	3444565	3444539	-26	ID=cds3238;Parent=gene3363;Dbxref=ASAP:ABE-0010819,UniProtKB/Swiss-Prot:P02413,Genbank:NP_417760.1,EcoGene:EG10876,GeneID:947798;Name=NP_417760.1;Ontology_term=GO:0005737,GO:0006412,GO:0003735;experiment=N-terminus verified by Edman degradation: PMID 340263;gbkey=CDS;gene=rplO;go_component=cytoplasm|0005737||;go_function=structural constituent of ribosome|0003735||;go_process=translation|0006412||;product=50S ribosomal subunit protein L15;protein_id=NP_417760.1;transl_table=11	
thrL_10	NC_000913.3	-	3475332	3475332	0	ID=cds3281;Parent=gene3406;Dbxref=ASAP:ABE-0010928,UniProtKB/Swiss-Prot:P45531,Genbank:NP_417803.1,EcoGene:EG12897,GeneID:947853;Name=NP_417803.1;gbkey=CDS;gene=tusC;product=mnm(5)-s(2)U34-tRNA synthesis 2-thiolation protein;protein_id=NP_417803.1;transl_table=11	
thrC_6	NC_000913.3	+	3522842	3522871	-28	ID=cds3333;Parent=gene3458;Dbxref=ASAP:ABE-0011082,UniProtKB/Swiss-Prot:P02918,Genbank:NP_417855.4,EcoGene:EG10748,GeneID:947907;Name=NP_417855.4;Note=peptidoglycan synthetase%3B penicillin-binding protein 1A;Ontology_term=GO:0009274,GO:0019866,GO:0009252,GO:0042493;gbkey=CDS;gene=mrcA;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;go_process=peptidoglycan biosynthetic process|0009252||,response to drug|0042493||;product=penicillin-binding protein 1a%2C murein transglycosylase and transpeptidase;protein_id=NP_417855.4;transl_table=11	
thrC_3	NC_000913.3	-	3558086	3558079	-7	ID=cds3357;Parent=gene3482;Dbxref=ASAP:ABE-0011170,UniProtKB/Swiss-Prot:P46850,Genbank:NP_417879.1,EcoGene:EG12939,GeneID:947929;Name=NP_417879.1;gbkey=CDS;gene=rtcB;product=RNA-splicing ligase;protein_id=NP_417879.1;transl_table=11	
thrC_2	NC_000913.3	-	3558087	3558079	-8	ID=cds3357;Parent=gene3482;Dbxref=ASAP:ABE-0011170,UniProtKB/Swiss-Prot:P46850,Genbank:NP_417879.1,EcoGene:EG12939,GeneID:947929;Name=NP_417879.1;gbkey=CDS;gene=rtcB;product=RNA-splicing ligase;protein_id=NP_417879.1;transl_table=11	
thrL_1	NC_000913.3	+	3640870	3640862	9	ID=cds3431;Parent=gene3557;Dbxref=ASAP:ABE-0011417,UniProtKB/Swiss-Prot:P36837,Genbank:NP_417953.1,EcoGene:EG12232,GeneID:948006;Name=NP_417953.1;Note=putative transport protein;Ontology_term=GO:0009274,GO:0019866;gbkey=CDS;gene=dtpB;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;product=dipeptide and tripeptide permease B;protein_id=NP_417953.1;transl_table=11	
thrL_5	NC_000913.3	+	3840209	3840215	-5	ID=cds3608;Parent=gene3742;Dbxref=ASAP:ABE-0285076,UniProtKB/Swiss-Prot:Q2M7X4,Genbank:YP_588471.1,EcoGene:EG14429,GeneID:1450300;Name=YP_588471.1;gbkey=CDS;gene=yicS;product=putative periplasmic protein;protein_id=YP_588471.1;transl_table=11	
thrL_6	NC_000913.3	+	3840210	3840215	-4	ID=cds3608;Parent=gene3742;Dbxref=ASAP:ABE-0285076,UniProtKB/Swiss-Prot:Q2M7X4,Genbank:YP_588471.1,EcoGene:EG14429,GeneID:1450300;Name=YP_588471.1;gbkey=CDS;gene=yicS;product=putative periplasmic protein;protein_id=YP_588471.1;transl_table=11	
thrL_7	NC_000913.3	+	3884332	3884336	-3	ID=cds3650;Parent=gene3785;Dbxref=ASAP:ABE-0012115,UniProtKB/Swiss-Prot:P0A7P5,Genbank:NP_418158.1,EcoGene:EG10892,GeneID:948216;Name=NP_418158.1;Ontology_term=GO:0005737,GO:0006412,GO:0003735;experiment=N-terminus verified by Edman degradation: PMID 783033%2C10739205;gbkey=CDS;gene=rpmH;go_component=cytoplasm|0005737||;go_function=structural constituent of ribosome|0003735||;go_process=translation|0006412||;product=50S ribosomal subunit protein L34;protein_id=NP_418158.1;transl_table=11	
thrL_8	NC_000913.3	+	3884333	3884336	-2	ID=cds3650;Parent=gene3785;Dbxref=ASAP:ABE-0012115,UniProtKB/Swiss-Prot:P0A7P5,Genbank:NP_418158.1,EcoGene:EG10892,GeneID:948216;Name=NP_418158.1;Ontology_term=GO:0005737,GO:0006412,GO:0003735;experiment=N-terminus verified by Edman degradation: PMID 783033%2C10739205;gbkey=CDS;gene=rpmH;go_component=cytoplasm|0005737||;go_function=structural constituent of ribosome|0003735||;go_process=translation|0006412||;product=50S ribosomal subunit protein L34;protein_id=NP_418158.1;transl_table=11	
thrL_9	NC_000913.3	+	3884334	3884336	-1	ID=cds3650;Parent=gene3785;Dbxref=ASAP:ABE-0012115,UniProtKB/Swiss-Prot:P0A7P5,Genbank:NP_418158.1,EcoGene:EG10892,GeneID:948216;Name=NP_418158.1;Ontology_term=GO:0005737,GO:0006412,GO:0003735;experiment=N-terminus verified by Edman degradation: PMID 783033%2C10739205;gbkey=CDS;gene=rpmH;go_component=cytoplasm|0005737||;go_function=structural constituent of ribosome|0003735||;go_process=translation|0006412||;product=50S ribosomal subunit protein L34;protein_id=NP_418158.1;transl_table=11	
thrL_10	NC_000913.3	+	3884335	3884336	0	ID=cds3650;Parent=gene3785;Dbxref=ASAP:ABE-0012115,UniProtKB/Swiss-Prot:P0A7P5,Genbank:NP_418158.1,EcoGene:EG10892,GeneID:948216;Name=NP_418158.1;Ontology_term=GO:0005737,GO:0006412,GO:0003735;experiment=N-terminus verified by Edman degradation: PMID 783033%2C10739205;gbkey=CDS;gene=rpmH;go_component=cytoplasm|0005737||;go_function=structural constituent of ribosome|0003735||;go_process=translation|0006412||;product=50S ribosomal subunit protein L34;protein_id=NP_418158.1;transl_table=11	
thrC_3	NC_000913.3	+	3888707	3888730	-22	ID=cds3656;Parent=gene3791;Dbxref=ASAP:ABE-0012133,UniProtKB/Swiss-Prot:P0A853,Genbank:NP_418164.4,EcoGene:EG11005,GeneID:948221;Name=NP_418164.4;Note=tryptophanase;Ontology_term=GO:0009063;experiment=N-terminus verified by Edman degradation: PMID 9298646%2C9732527%2C10094700%2C17895580;gbkey=CDS;gene=tnaA;go_process=cellular amino acid catabolic process|0009063||;product=tryptophanase/L-cysteine desulfhydrase%2C PLP-dependent;protein_id=NP_418164.4;transl_table=11	
thrC_4	NC_000913.3	-	3900600	3900577	-23	ID=cds3667;Parent=gene3802;Dbxref=ASAP:ABE-0012163,UniProtKB/Swiss-Prot:P31471,Genbank:NP_418175.3,EcoGene:EG11729,GeneID:948272;Name=NP_418175.3;Note=putative xylanase;Ontology_term=GO:0016052;gbkey=CDS;gene=yieL;go_process=carbohydrate catabolic process|0016052||;product=putative xylanase;protein_id=NP_418175.3;transl_table=11	
thrA_1	NC_000913.3	-	3990775	3990766	-9	ID=cds3741;Parent=gene3887;Dbxref=ASAP:ABE-0012427,UniProtKB/Swiss-Prot:P06983,Genbank:YP_026260.1,EcoGene:EG10429,GeneID:947759;Name=YP_026260.1;Note=porphobilinogen deaminase %3D hydroxymethylbilane synthase;experiment=N-terminus verified by Edman degradation: PMID 3052434;gbkey=CDS;gene=hemC;product=hydroxymethylbilane synthase;protein_id=YP_026260.1;transl_table=11	
thrA_0	NC_000913.3	-	3990776	3990766	-10	ID=cds3741;Parent=gene3887;Dbxref=ASAP:ABE-0012427,UniProtKB/Swiss-Prot:P06983,Genbank:YP_026260.1,EcoGene:EG10429,GeneID:947759;Name=YP_026260.1;Note=porphobilinogen deaminase %3D hydroxymethylbilane synthase;experiment=N-terminus verified by Edman degradation: PMID 3052434;gbkey=CDS;gene=hemC;product=hydroxymethylbilane synthase;protein_id=YP_026260.1;transl_table=11	
thrB_1	NC_000913.3	-	4030980	4030971	-9	ID=cds3779;Parent=gene3926;Dbxref=ASAP:ABE-0012564,UniProtKB/Swiss-Prot:P21177,Genbank:NP_418288.1,EcoGene:EG10279,GeneID:948336;Name=NP_418288.1;Note=4-enzyme protein: 3-hydroxyacyl-CoA dehydrogenase%3B 3-hydroxybutyryl-CoA epimerase%3B delta(3)-cis-delta(2)-trans-enoyl-CoA isomerase%3B enoyl-CoA hydratase;Ontology_term=GO:0019395;experiment=N-terminus verified by Edman degradation: PMID 2191949;gbkey=CDS;gene=fadB;go_process=fatty acid oxidation|0019395||;product=fused 3-hydroxybutyryl-CoA epimerase/delta(3)-cis-delta(2)-trans-enoyl-CoA isomerase/enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase;protein_id=NP_418288.1;transl_table=11	
thrB_0	NC_000913.3	-	4030981	4030971	-10	ID=cds3779;Parent=gene3926;Dbxref=ASAP:ABE-0012564,UniProtKB/Swiss-Prot:P21177,Genbank:NP_418288.1,EcoGene:EG10279,GeneID:948336;Name=NP_418288.1;Note=4-enzyme protein: 3-hydroxyacyl-CoA dehydrogenase%3B 3-hydroxybutyryl-CoA epimerase%3B delta(3)-cis-delta(2)-trans-enoyl-CoA isomerase%3B enoyl-CoA hydratase;Ontology_term=GO:0019395;experiment=N-terminus verified by Edman degradation: PMID 2191949;gbkey=CDS;gene=fadB;go_process=fatty acid oxidation|0019395||;product=fused 3-hydroxybutyryl-CoA epimerase/delta(3)-cis-delta(2)-trans-enoyl-CoA isomerase/enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase;protein_id=NP_418288.1;transl_table=11	
yaaX_9	NC_000913.3	-	4064296	4064295	-1	ID=cds3803;Parent=gene3957;Dbxref=ASAP:ABE-0012659,UniProtKB/Swiss-Prot:P76773,Genbank:NP_418311.1,EcoGene:EG13374,GeneID:948366;Name=NP_418311.1;gbkey=CDS;gene=ompL;product=outer membrane porin L%3B putative sulpholipid porin;protein_id=NP_418311.1;transl_table=11	
thrC_4	NC_000913.3	+	4086995	4087002	-6	ID=cds3824;Parent=gene3978;Dbxref=ASAP:ABE-0012718,UniProtKB/Swiss-Prot:P32151,Genbank:NP_418332.1,EcoGene:EG11860,GeneID:948392;Name=NP_418332.1;gbkey=CDS;gene=yiiG;product=DUF3829 family lipoprotein;protein_id=NP_418332.1;transl_table=11	
thrL_8	NC_000913.3	-	4201690	4201688	-2	ID=cds3920;Parent=gene4084;Dbxref=ASAP:ABE-0013081,UniProtKB/Swiss-Prot:P0AAA9,Genbank:NP_418430.2,EcoGene:EG11918,GeneID:948507;Name=NP_418430.2;Ontology_term=GO:0042597;gbkey=CDS;gene=zraP;go_component=periplasmic space|0042597||;product=Zn-dependent periplasmic chaperone;protein_id=NP_418430.2;transl_table=11	
thrL_6	NC_000913.3	-	4201692	4201688	-4	ID=cds3920;Parent=gene4084;Dbxref=ASAP:ABE-0013081,UniProtKB/Swiss-Prot:P0AAA9,Genbank:NP_418430.2,EcoGene:EG11918,GeneID:948507;Name=NP_418430.2;Ontology_term=GO:0042597;gbkey=CDS;gene=zraP;go_component=periplasmic space|0042597||;product=Zn-dependent periplasmic chaperone;protein_id=NP_418430.2;transl_table=11	
thrC_8	NC_000913.3	+	4278450	4278479	-28	ID=cds3980;Parent=gene4149;Dbxref=ASAP:ABE-0013319,UniProtKB/Swiss-Prot:P0AF52,Genbank:NP_418488.1,EcoGene:EG11939,GeneID:948565;Name=NP_418488.1;gbkey=CDS;gene=ghxP;product=guanine/hypoxanthine permease%2C high affinity%3B guanine/hypoxanthine:H+ symporter;protein_id=NP_418488.1;transl_table=11	
thrL_10	NC_000913.3	+	4313867	4313868	0	ID=cds4008;Parent=gene4177;Dbxref=ASAP:ABE-0174120,UniProtKB/Swiss-Prot:Q6BEX5,Genbank:YP_026281.1,EcoGene:EG14407,GeneID:2847754;Name=YP_026281.1;Note=conserved hypothetical protein~conserved in EDL933 and CFT073%3B on opposite strand of the now deaccessioned phnQ (b4091);gbkey=CDS;gene=yjdP;product=putative periplasmic protein;protein_id=YP_026281.1;transl_table=11	
thrC_3	NC_000913.3	-	4333288	4333272	-16	ID=cds4029;Parent=gene4198;Dbxref=ASAP:ABE-0013464,UniProtKB/Swiss-Prot:P30844,Genbank:NP_418536.1,EcoGene:EG11614,GeneID:948632;Name=NP_418536.1;Note=sensor protein for basR;Ontology_term=GO:0009274,GO:0019866,GO:0006464;gbkey=CDS;gene=basS;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;go_process=protein modification process|0006464||;product=sensory histidine kinase in two-component regulatory system with BasR;protein_id=NP_418536.1;transl_table=11	
thrC_2	NC_000913.3	-	4333289	4333272	-17	ID=cds4029;Parent=gene4198;Dbxref=ASAP:ABE-0013464,UniProtKB/Swiss-Prot:P30844,Genbank:NP_418536.1,EcoGene:EG11614,GeneID:948632;Name=NP_418536.1;Note=sensor protein for basR;Ontology_term=GO:0009274,GO:0019866,GO:0006464;gbkey=CDS;gene=basS;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;go_process=protein modification process|0006464||;product=sensory histidine kinase in two-component regulatory system with BasR;protein_id=NP_418536.1;transl_table=11	
thrC_1	NC_000913.3	-	4333290	4333272	-18	ID=cds4029;Parent=gene4198;Dbxref=ASAP:ABE-0013464,UniProtKB/Swiss-Prot:P30844,Genbank:NP_418536.1,EcoGene:EG11614,GeneID:948632;Name=NP_418536.1;Note=sensor protein for basR;Ontology_term=GO:0009274,GO:0019866,GO:0006464;gbkey=CDS;gene=basS;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;go_process=protein modification process|0006464||;product=sensory histidine kinase in two-component regulatory system with BasR;protein_id=NP_418536.1;transl_table=11	
thrC_0	NC_000913.3	-	4333291	4333272	-19	ID=cds4029;Parent=gene4198;Dbxref=ASAP:ABE-0013464,UniProtKB/Swiss-Prot:P30844,Genbank:NP_418536.1,EcoGene:EG11614,GeneID:948632;Name=NP_418536.1;Note=sensor protein for basR;Ontology_term=GO:0009274,GO:0019866,GO:0006464;gbkey=CDS;gene=basS;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;go_process=protein modification process|0006464||;product=sensory histidine kinase in two-component regulatory system with BasR;protein_id=NP_418536.1;transl_table=11	
thrL_10	NC_000913.3	+	4376319	4376317	3	ID=cds4066;Parent=gene4236;Dbxref=ASAP:ABE-0047210,UniProtKB/Swiss-Prot:P0ADB4,Genbank:YP_026283.1,EcoGene:EG14372,GeneID:2847736;Name=YP_026283.1;Note=entericidin A~antidote to lipoprotein entericidin B%3B component of a chromosomally encoded addiction module;gbkey=CDS;gene=ecnA;product=entericidin A membrane lipoprotein%2C antidote entericidin B;protein_id=YP_026283.1;transl_table=11	
yaaX_4	NC_000913.3	+	4396043	4396065	-21	ID=cds4087;Parent=gene4260;Dbxref=ASAP:ABE-0013653,UniProtKB/Swiss-Prot:P26365,Genbank:NP_418590.1,EcoGene:EG11363,GeneID:948683;Name=NP_418590.1;Note=N-acetylmuramoyl-l-alanine amidase II%3B a murein hydrolase;Ontology_term=GO:0009274,GO:0009252;gbkey=CDS;gene=amiB;go_component=peptidoglycan-based cell wall|0009274||;go_process=peptidoglycan biosynthetic process|0009252||;product=N-acetylmuramoyl-l-alanine amidase II;protein_id=NP_418590.1;transl_table=11	
thrB_3	NC_000913.3	+	4412363	4412387	-23	ID=cds4103;Parent=gene4276;Dbxref=ASAP:ABE-0013696,UniProtKB/Swiss-Prot:P39295,Genbank:NP_418606.1,EcoGene:EG12488,GeneID:948700;Name=NP_418606.1;gbkey=CDS;gene=yjfM;product=DUF1190 family protein;protein_id=NP_418606.1;transl_table=11	
yaaX_10	NC_000913.3	+	4474852	4474862	-9	ID=cds4167;Parent=gene4340;Dbxref=ASAP:ABE-0013921,UniProtKB/Swiss-Prot:P0AF96,Genbank:NP_418673.4,EcoGene:EG12530,GeneID:948777;Name=NP_418673.4;gbkey=CDS;gene=tabA;product=biofilm modulator regulated by toxins%3B DUF386 family protein%2C cupin superfamily protein;protein_id=NP_418673.4;transl_table=11	
yaaX_9	NC_000913.3	-	4530534	4530533	-1	ID=cds4219;Parent=gene4394;Dbxref=ASAP:ABE-0285086,UniProtKB/Swiss-Prot:P58035,Genbank:YP_588476.1,EcoGene:EG14343,GeneID:1450295;Name=YP_588476.1;Ontology_term=GO:0005737;gbkey=CDS;gene=sgcB;go_component=cytoplasm|0005737||;product=putative enzyme IIB component of PTS;protein_id=YP_588476.1;transl_table=11	
