PNA ID	Chromosome ID	Alignment Strand	Alignment Start	Feature Start	Alignment to STC	Feature Info
thrC_2	NC_000913.3	-	1746111	1746127	16	ID=cds1654;Parent=gene1705;Dbxref=ASAP:ABE-0005563,UniProtKB/Swiss-Prot:P77552,Genbank:NP_416181.1,EcoGene:EG13951,GeneID:944851;Name=NP_416181.1;Note=possible enzyme;gbkey=CDS;gene=ydhQ;product=autotransporter adhesin-related protein;protein_id=NP_416181.1;transl_table=11	
yaaA_2.rev	NC_000913.3	+	1747113	1747131	-17	ID=cds1656;Parent=gene1709;Dbxref=ASAP:ABE-0005575,UniProtKB/Swiss-Prot:P77148,Genbank:NP_416183.1,EcoGene:EG13953,GeneID:945786;Name=NP_416183.1;gbkey=CDS;gene=ydhS;product=putative oxidoreductase;protein_id=NP_416183.1;transl_table=11	
thrC_3	NC_000913.3	-	1754484	1754477	-7	ID=cds1662;Parent=gene1715;Dbxref=ASAP:ABE-0005589,UniProtKB/Swiss-Prot:P0AAL6,Genbank:NP_416189.1,EcoGene:EG13959,GeneID:948749;Name=NP_416189.1;Note=putative oxidoreductase%2C Fe-S subunit;gbkey=CDS;gene=ydhY;product=putative 4Fe-4S ferridoxin-type protein%3B FNR%2C Nar%2C NarP-regulated protein%3B putative subunit of YdhYVWXUT oxidoreductase complex;protein_id=NP_416189.1;transl_table=11	
thrC_8.rev	NC_000913.3	+	1755672	1755698	-25	ID=cds1664;Parent=gene1717;Dbxref=ASAP:ABE-0005600,UniProtKB/Swiss-Prot:P0AD61,Genbank:NP_416191.1,EcoGene:EG10804,GeneID:946179;Name=NP_416191.1;Note=pyruvate kinase I (formerly F)%2C fructose stimulated;Ontology_term=GO:0006096,GO:0006113,GO:0009061;experiment=N-terminus verified by Edman degradation: PMID 1859631%2C9298646;gbkey=CDS;gene=pykF;go_process=glycolysis|0006096||,fermentation|0006113||,anaerobic respiration|0009061||;product=pyruvate kinase I;protein_id=NP_416191.1;transl_table=11	
thrB_7.rev	NC_000913.3	+	1757432	1757421	12	ID=cds1665;Parent=gene1718;Dbxref=ASAP:ABE-0005603,UniProtKB/Swiss-Prot:P69776,Genbank:NP_416192.1,EcoGene:EG10544,GeneID:946175;Name=NP_416192.1;Ontology_term=GO:0009274,GO:0019866,GO:0009252;gbkey=CDS;gene=lpp;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;go_process=peptidoglycan biosynthetic process|0009252||;product=murein lipoprotein;protein_id=NP_416192.1;transl_table=11	
thrL_7	NC_000913.3	-	1758728	1758725	-3	ID=cds1666;Parent=gene1719;Dbxref=ASAP:ABE-0005605,UniProtKB/Swiss-Prot:P76193,Genbank:NP_416193.1,EcoGene:EG14015,GeneID:946174;Name=NP_416193.1;gbkey=CDS;gene=ldtE;product=murein L%2CD-transpeptidase;protein_id=NP_416193.1;transl_table=11	
yaaX_10.rev	NC_000913.3	-	1760511	1760523	12	ID=cds1668;Parent=gene1721;Dbxref=ASAP:ABE-0005610,UniProtKB/Swiss-Prot:P77444,Genbank:NP_416195.1,EcoGene:EG13962,GeneID:946185;Name=NP_416195.1;experiment=N-terminus verified by Edman degradation: PMID 10329673;gbkey=CDS;gene=sufS;product=cysteine desulfurase%2C stimulated by SufE%3B selenocysteine lyase%2C PLP-dependent;protein_id=NP_416195.1;transl_table=11	
yaaA_8	NC_000913.3	-	1768690	1768685	-5	ID=cds1675;Parent=gene1729;Dbxref=ASAP:ABE-0005632,UniProtKB/Swiss-Prot:P77748,Genbank:NP_416202.1,EcoGene:EG13969,GeneID:946189;Name=NP_416202.1;Note=putative oxidase;gbkey=CDS;gene=ydiJ;product=putative FAD-linked oxidoreductase;protein_id=NP_416202.1;transl_table=11	
thrB_10	NC_000913.3	+	1769073	1769074	0	ID=cds1676;Parent=gene1730;Dbxref=ASAP:ABE-0005637,UniProtKB/Swiss-Prot:P0AFS7,Genbank:NP_416203.1,EcoGene:EG13970,GeneID:946183;Name=NP_416203.1;gbkey=CDS;gene=ydiK;product=UPF0118 family inner membrane protein;protein_id=NP_416203.1;transl_table=11	
yaaX_5	NC_000913.3	+	1771065	1771071	-5	ID=cds1678;Parent=gene1733;Dbxref=ASAP:ABE-0005645,UniProtKB/Swiss-Prot:P76197,Genbank:NP_416205.1,EcoGene:EG13972,GeneID:946196;Name=NP_416205.1;Note=putative transport system permease protein;Ontology_term=GO:0009274,GO:0019866;gbkey=CDS;gene=ydiM;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;product=putative MFS transporter%2C membrane protein;protein_id=NP_416205.1;transl_table=11	
yaaX_6	NC_000913.3	+	1771066	1771071	-4	ID=cds1678;Parent=gene1733;Dbxref=ASAP:ABE-0005645,UniProtKB/Swiss-Prot:P76197,Genbank:NP_416205.1,EcoGene:EG13972,GeneID:946196;Name=NP_416205.1;Note=putative transport system permease protein;Ontology_term=GO:0009274,GO:0019866;gbkey=CDS;gene=ydiM;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;product=putative MFS transporter%2C membrane protein;protein_id=NP_416205.1;transl_table=11	
yaaX_7	NC_000913.3	+	1771067	1771071	-3	ID=cds1678;Parent=gene1733;Dbxref=ASAP:ABE-0005645,UniProtKB/Swiss-Prot:P76197,Genbank:NP_416205.1,EcoGene:EG13972,GeneID:946196;Name=NP_416205.1;Note=putative transport system permease protein;Ontology_term=GO:0009274,GO:0019866;gbkey=CDS;gene=ydiM;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;product=putative MFS transporter%2C membrane protein;protein_id=NP_416205.1;transl_table=11	
yaaX_5	NC_000913.3	+	1772500	1772512	-11	ID=cds1679;Parent=gene1734;Dbxref=ASAP:ABE-0005648,UniProtKB/Swiss-Prot:P76198,Genbank:NP_416206.6,EcoGene:EG13973,GeneID:946198;Name=NP_416206.6;Note=putative amino acid/amine transport protein;Ontology_term=GO:0009274,GO:0019866;gbkey=CDS;gene=ydiN;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;product=putative MFS transporter%2C membrane protein;protein_id=NP_416206.6;transl_table=11	
yaaX_8	NC_000913.3	+	1772503	1772512	-8	ID=cds1679;Parent=gene1734;Dbxref=ASAP:ABE-0005648,UniProtKB/Swiss-Prot:P76198,Genbank:NP_416206.6,EcoGene:EG13973,GeneID:946198;Name=NP_416206.6;Note=putative amino acid/amine transport protein;Ontology_term=GO:0009274,GO:0019866;gbkey=CDS;gene=ydiN;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;product=putative MFS transporter%2C membrane protein;protein_id=NP_416206.6;transl_table=11	
thrC_8.rev	NC_000913.3	+	1772514	1772512	3	ID=cds1679;Parent=gene1734;Dbxref=ASAP:ABE-0005648,UniProtKB/Swiss-Prot:P76198,Genbank:NP_416206.6,EcoGene:EG13973,GeneID:946198;Name=NP_416206.6;Note=putative amino acid/amine transport protein;Ontology_term=GO:0009274,GO:0019866;gbkey=CDS;gene=ydiN;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;product=putative MFS transporter%2C membrane protein;protein_id=NP_416206.6;transl_table=11	
yaaX_5	NC_000913.3	+	1775590	1775587	4	ID=cds1682;Parent=gene1737;Dbxref=ASAP:ABE-0005656,UniProtKB/Swiss-Prot:P37766,Genbank:NP_416209.1,EcoGene:EG12432,GeneID:946211;Name=NP_416209.1;Note=putative enzyme;Ontology_term=GO:0019395;gbkey=CDS;gene=ydiF;go_process=fatty acid oxidation|0019395||;product=putative acetyl-CoA:acetoacetyl-CoA transferase: alpha subunit/beta subunit;protein_id=NP_416209.1;transl_table=11	
thrB_1	NC_000913.3	+	1783021	1783031	-9	ID=cds1689;Parent=gene1744;Dbxref=ASAP:ABE-0005676,UniProtKB/Swiss-Prot:P38135,Genbank:NP_416216.4,EcoGene:EG12357,GeneID:946213;Name=NP_416216.4;Note=putative ligase/synthetase;gbkey=CDS;gene=fadK;product=short chain acyl-CoA synthetase%2C anaerobic;protein_id=NP_416216.4;transl_table=11	
thrA_0.rev	NC_000913.3	-	1787110	1787112	2	ID=cds1690;Parent=gene1745;Dbxref=ASAP:ABE-0005678,UniProtKB/Swiss-Prot:P23538,Genbank:NP_416217.1,EcoGene:EG10759,GeneID:946209;Name=NP_416217.1;Ontology_term=GO:0006094;gbkey=CDS;gene=ppsA;go_process=gluconeogenesis|0006094||;product=phosphoenolpyruvate synthase;protein_id=NP_416217.1;transl_table=11	
yaaA_10	NC_000913.3	-	1795152	1795152	0	ID=cds1699;Parent=gene1754;Dbxref=ASAP:ABE-0005712,UniProtKB/Swiss-Prot:P06609,Genbank:NP_416226.1,EcoGene:EG10127,GeneID:945877;Name=NP_416226.1;Note=vitamin B12 transport permease protein;Ontology_term=GO:0009274,GO:0019866;gbkey=CDS;gene=btuC;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;product=vitamin B12 ABC transporter permease;protein_id=NP_416226.1;transl_table=11	
thrC_8	NC_000913.3	-	1806085	1806083	-2	ID=cds1710;Parent=gene1765;Dbxref=ASAP:ABE-0005744,UniProtKB/Swiss-Prot:P76206,Genbank:NP_416236.1,EcoGene:EG13984,GeneID:946218;Name=NP_416236.1;gbkey=CDS;gene=ydiY;product=acid-inducible putative outer membrane protein;protein_id=NP_416236.1;transl_table=11	
thrC_7	NC_000913.3	-	1806086	1806083	-3	ID=cds1710;Parent=gene1765;Dbxref=ASAP:ABE-0005744,UniProtKB/Swiss-Prot:P76206,Genbank:NP_416236.1,EcoGene:EG13984,GeneID:946218;Name=NP_416236.1;gbkey=CDS;gene=ydiY;product=acid-inducible putative outer membrane protein;protein_id=NP_416236.1;transl_table=11	
thrA_2.rev	NC_000913.3	-	1809229	1809233	4	ID=cds1714;Parent=gene1769;Dbxref=ASAP:ABE-0005757,UniProtKB/Swiss-Prot:P76208,Genbank:NP_416240.1,EcoGene:EG13987,GeneID:945140;Name=NP_416240.1;gbkey=CDS;gene=yniB;product=putative inner membrane protein;protein_id=NP_416240.1;transl_table=11	
thrA_3.rev	NC_000913.3	-	1809230	1809233	3	ID=cds1714;Parent=gene1769;Dbxref=ASAP:ABE-0005757,UniProtKB/Swiss-Prot:P76208,Genbank:NP_416240.1,EcoGene:EG13987,GeneID:945140;Name=NP_416240.1;gbkey=CDS;gene=yniB;product=putative inner membrane protein;protein_id=NP_416240.1;transl_table=11	
thrL_8.rev	NC_000913.3	+	1813879	1813867	13	ID=cds1720;Parent=gene1775;Dbxref=ASAP:ABE-0005780,UniProtKB/Swiss-Prot:P21179,Genbank:YP_025308.1,EcoGene:EG10509,GeneID:946234;Name=YP_025308.1;Note=catalase%3B hydroperoxidase HPII(III);Ontology_term=GO:0005737,GO:0006805;experiment=N-terminus verified by Edman degradation: PMID 3117785;gbkey=CDS;gene=katE;go_component=cytoplasm|0005737||;go_process=xenobiotic metabolic process|0006805||;product=catalase HPII%2C heme d-containing;protein_id=YP_025308.1;transl_table=11	
thrL_4.rev	NC_000913.3	+	1813883	1813867	17	ID=cds1720;Parent=gene1775;Dbxref=ASAP:ABE-0005780,UniProtKB/Swiss-Prot:P21179,Genbank:YP_025308.1,EcoGene:EG10509,GeneID:946234;Name=YP_025308.1;Note=catalase%3B hydroperoxidase HPII(III);Ontology_term=GO:0005737,GO:0006805;experiment=N-terminus verified by Edman degradation: PMID 3117785;gbkey=CDS;gene=katE;go_component=cytoplasm|0005737||;go_process=xenobiotic metabolic process|0006805||;product=catalase HPII%2C heme d-containing;protein_id=YP_025308.1;transl_table=11	
yaaA_1	NC_000913.3	-	1822265	1822256	-9	ID=cds1727;Parent=gene1782;Dbxref=ASAP:ABE-0005799,UniProtKB/Swiss-Prot:P0ADB1,Genbank:NP_416253.1,EcoGene:EG10044,GeneID:945305;Name=NP_416253.1;Note=activator of ntrL gene;Ontology_term=GO:0005737,GO:0006350,GO:0006970,GO:0016563;gbkey=CDS;gene=osmE;go_component=cytoplasm|0005737||;go_function=transcription activator activity|0016563||;go_process=transcription|0006350||,response to osmotic stress|0006970||;product=osmotically-inducible lipoprotein;protein_id=NP_416253.1;transl_table=11	
yaaA_0	NC_000913.3	-	1822266	1822256	-10	ID=cds1727;Parent=gene1782;Dbxref=ASAP:ABE-0005799,UniProtKB/Swiss-Prot:P0ADB1,Genbank:NP_416253.1,EcoGene:EG10044,GeneID:945305;Name=NP_416253.1;Note=activator of ntrL gene;Ontology_term=GO:0005737,GO:0006350,GO:0006970,GO:0016563;gbkey=CDS;gene=osmE;go_component=cytoplasm|0005737||;go_function=transcription activator activity|0016563||;go_process=transcription|0006350||,response to osmotic stress|0006970||;product=osmotically-inducible lipoprotein;protein_id=NP_416253.1;transl_table=11	
yaaX_0.rev	NC_000913.3	-	1828278	1828259	-19	ID=cds1733;Parent=gene1788;Dbxref=ASAP:ABE-0005817,UniProtKB/Swiss-Prot:P76216,Genbank:NP_416259.1,EcoGene:EG13996,GeneID:946259;Name=NP_416259.1;Ontology_term=GO:0009063;gbkey=CDS;gene=astB;go_process=cellular amino acid catabolic process|0009063||;product=succinylarginine dihydrolase;protein_id=NP_416259.1;transl_table=11	
thrC_7	NC_000913.3	+	1833384	1833401	-16	ID=cds1738;Parent=gene1793;Dbxref=ASAP:ABE-0005832,UniProtKB/Swiss-Prot:P76219,Genbank:NP_416264.4,EcoGene:EG14000,GeneID:946250;Name=NP_416264.4;gbkey=CDS;gene=ydjX;product=TVP38/TMEM64 family inner membrane protein;protein_id=NP_416264.4;transl_table=11	
thrL_6	NC_000913.3	+	1839462	1839467	-4	ID=cds1745;Parent=gene1800;Dbxref=ASAP:ABE-0005848,UniProtKB/Swiss-Prot:P78067,Genbank:NP_416271.4,EcoGene:EG14007,GeneID:946505;Name=NP_416271.4;Note=putative thiosulfate sulfur transferase;Ontology_term=GO:0006790;gbkey=CDS;gene=ynjE;go_process=sulfur metabolic process|0006790||;product=molybdopterin synthase sulfurtransferase;protein_id=NP_416271.4;transl_table=11	
thrL_10	NC_000913.3	+	1839466	1839467	0	ID=cds1745;Parent=gene1800;Dbxref=ASAP:ABE-0005848,UniProtKB/Swiss-Prot:P78067,Genbank:NP_416271.4,EcoGene:EG14007,GeneID:946505;Name=NP_416271.4;Note=putative thiosulfate sulfur transferase;Ontology_term=GO:0006790;gbkey=CDS;gene=ynjE;go_process=sulfur metabolic process|0006790||;product=molybdopterin synthase sulfurtransferase;protein_id=NP_416271.4;transl_table=11	
thrB_10	NC_000913.3	+	1841495	1841490	6	ID=cds1747;Parent=gene1802;Dbxref=ASAP:ABE-0005855,UniProtKB/Swiss-Prot:P77788,Genbank:NP_416273.1,EcoGene:EG14009,GeneID:946277;Name=NP_416273.1;Note=5-hydroxy-CTP pyrophosphohydrolase;gbkey=CDS;gene=nudG;product=CTP pyrophosphohydrolase%3B also hydrolyzes 2-hydroxy-dATP%2C 8-hydroxy-dGTP%2C 5-hydroxy-CTP%2C dCTP and 5-methyl-dCTP;protein_id=NP_416273.1;transl_table=11	
yaaX_2	NC_000913.3	-	1842143	1842135	-8	ID=cds1748;Parent=gene1803;Dbxref=ASAP:ABE-0005858,UniProtKB/Swiss-Prot:P76227,Genbank:NP_416274.1,EcoGene:EG14010,GeneID:946279;Name=NP_416274.1;gbkey=CDS;gene=ynjH;product=DUF1496 family protein;protein_id=NP_416274.1;transl_table=11	
yaaX_1	NC_000913.3	-	1842144	1842135	-9	ID=cds1748;Parent=gene1803;Dbxref=ASAP:ABE-0005858,UniProtKB/Swiss-Prot:P76227,Genbank:NP_416274.1,EcoGene:EG14010,GeneID:946279;Name=NP_416274.1;gbkey=CDS;gene=ynjH;product=DUF1496 family protein;protein_id=NP_416274.1;transl_table=11	
yaaX_0	NC_000913.3	-	1842145	1842135	-10	ID=cds1748;Parent=gene1803;Dbxref=ASAP:ABE-0005858,UniProtKB/Swiss-Prot:P76227,Genbank:NP_416274.1,EcoGene:EG14010,GeneID:946279;Name=NP_416274.1;gbkey=CDS;gene=ynjH;product=DUF1496 family protein;protein_id=NP_416274.1;transl_table=11	
thrC_2.rev	NC_000913.3	-	1848686	1848676	-10	ID=cds1753;Parent=gene1808;Dbxref=ASAP:ABE-0005875,UniProtKB/Swiss-Prot:P0ACY1,Genbank:NP_416279.1,EcoGene:EG11134,GeneID:945964;Name=NP_416279.1;gbkey=CDS;gene=ydjA;product=putative oxidoreductase;protein_id=NP_416279.1;transl_table=11	
thrC_3.rev	NC_000913.3	-	1848687	1848676	-11	ID=cds1753;Parent=gene1808;Dbxref=ASAP:ABE-0005875,UniProtKB/Swiss-Prot:P0ACY1,Genbank:NP_416279.1,EcoGene:EG11134,GeneID:945964;Name=NP_416279.1;gbkey=CDS;gene=ydjA;product=putative oxidoreductase;protein_id=NP_416279.1;transl_table=11	
thrC_5.rev	NC_000913.3	+	1850862	1850860	3	ID=cds1755;Parent=gene1810;Dbxref=ASAP:ABE-0005886,UniProtKB/Swiss-Prot:P0A962,Genbank:NP_416281.1,EcoGene:EG10045,GeneID:946278;Name=NP_416281.1;Ontology_term=GO:0005737,GO:0009063;gbkey=CDS;gene=ansA;go_component=cytoplasm|0005737||;go_process=cellular amino acid catabolic process|0009063||;product=cytoplasmic L-asparaginase 1;protein_id=NP_416281.1;transl_table=11	
thrC_4.rev	NC_000913.3	+	1850863	1850860	4	ID=cds1755;Parent=gene1810;Dbxref=ASAP:ABE-0005886,UniProtKB/Swiss-Prot:P0A962,Genbank:NP_416281.1,EcoGene:EG10045,GeneID:946278;Name=NP_416281.1;Ontology_term=GO:0005737,GO:0009063;gbkey=CDS;gene=ansA;go_component=cytoplasm|0005737||;go_process=cellular amino acid catabolic process|0009063||;product=cytoplasmic L-asparaginase 1;protein_id=NP_416281.1;transl_table=11	
yaaX_9	NC_000913.3	-	1855972	1855971	-1	ID=cds1759;Parent=gene1814;Dbxref=ASAP:ABE-0005901,UniProtKB/Swiss-Prot:P77256,Genbank:NP_416285.1,EcoGene:EG13483,GeneID:946283;Name=NP_416285.1;gbkey=CDS;gene=ydjG;product=methylglyoxal reductase%2C NADH-dependent;protein_id=NP_416285.1;transl_table=11	
yaaA_5.rev	NC_000913.3	-	1856910	1856928	18	ID=cds1760;Parent=gene1815;Dbxref=ASAP:ABE-0005903,UniProtKB/Swiss-Prot:P77493,Genbank:NP_416286.4,EcoGene:EG13484,GeneID:946285;Name=NP_416286.4;Note=putative kinase;gbkey=CDS;gene=ydjH;product=putative kinase;protein_id=NP_416286.4;transl_table=11	
yaaA_6.rev	NC_000913.3	-	1856911	1856928	17	ID=cds1760;Parent=gene1815;Dbxref=ASAP:ABE-0005903,UniProtKB/Swiss-Prot:P77493,Genbank:NP_416286.4,EcoGene:EG13484,GeneID:946285;Name=NP_416286.4;Note=putative kinase;gbkey=CDS;gene=ydjH;product=putative kinase;protein_id=NP_416286.4;transl_table=11	
yaaA_7.rev	NC_000913.3	-	1856912	1856928	16	ID=cds1760;Parent=gene1815;Dbxref=ASAP:ABE-0005903,UniProtKB/Swiss-Prot:P77493,Genbank:NP_416286.4,EcoGene:EG13484,GeneID:946285;Name=NP_416286.4;Note=putative kinase;gbkey=CDS;gene=ydjH;product=putative kinase;protein_id=NP_416286.4;transl_table=11	
thrB_6	NC_000913.3	-	1856932	1856928	-4	ID=cds1760;Parent=gene1815;Dbxref=ASAP:ABE-0005903,UniProtKB/Swiss-Prot:P77493,Genbank:NP_416286.4,EcoGene:EG13484,GeneID:946285;Name=NP_416286.4;Note=putative kinase;gbkey=CDS;gene=ydjH;product=putative kinase;protein_id=NP_416286.4;transl_table=11	
thrB_9	NC_000913.3	-	1862454	1862429	-25	ID=cds1766;Parent=gene1821;Dbxref=ASAP:ABE-0005916,UniProtKB/Swiss-Prot:P0A746,Genbank:NP_416292.1,EcoGene:EG12394,GeneID:947188;Name=NP_416292.1;gbkey=CDS;gene=msrB;product=methionine sulfoxide reductase B;protein_id=NP_416292.1;transl_table=11	
thrC_2	NC_000913.3	+	1866886	1866908	-21	ID=cds1771;Parent=gene1826;Dbxref=ASAP:ABE-0005935,UniProtKB/Swiss-Prot:P0ACY3,Genbank:NP_416297.1,EcoGene:EG13493,GeneID:946297;Name=NP_416297.1;gbkey=CDS;gene=yeaG;product=protein kinase%2C endogenous substrate unidentified%3B autokinase;protein_id=NP_416297.1;transl_table=11	
thrB_6	NC_000913.3	+	1868955	1868955	1	ID=cds1772;Parent=gene1827;Dbxref=ASAP:ABE-0005938,UniProtKB/Swiss-Prot:P76235,Genbank:NP_416298.1,EcoGene:EG13494,GeneID:946296;Name=NP_416298.1;gbkey=CDS;gene=yeaH;product=UPF0229 family protein;protein_id=NP_416298.1;transl_table=11	
thrA_3	NC_000913.3	+	1870367	1870385	-17	ID=cds1773;Parent=gene1828;Dbxref=ASAP:ABE-0005941,UniProtKB/Swiss-Prot:P76236,Genbank:NP_416299.1,EcoGene:EG13495,GeneID:946366;Name=NP_416299.1;gbkey=CDS;gene=yeaI;product=putative membrane-anchored diguanylate cyclase;protein_id=NP_416299.1;transl_table=11	
thrB_5	NC_000913.3	+	1873577	1873574	4	ID=cds1775;Parent=gene1830;Dbxref=ASAP:ABE-0005945,UniProtKB/Swiss-Prot:P64483,Genbank:NP_416301.1,EcoGene:EG13497,GeneID:946303;Name=NP_416301.1;gbkey=CDS;gene=yeaK;product=aminoacyl-tRNA editing domain protein;protein_id=NP_416301.1;transl_table=11	
thrB_6	NC_000913.3	+	1873578	1873574	5	ID=cds1775;Parent=gene1830;Dbxref=ASAP:ABE-0005945,UniProtKB/Swiss-Prot:P64483,Genbank:NP_416301.1,EcoGene:EG13497,GeneID:946303;Name=NP_416301.1;gbkey=CDS;gene=yeaK;product=aminoacyl-tRNA editing domain protein;protein_id=NP_416301.1;transl_table=11	
thrC_7	NC_000913.3	-	1877535	1877532	-3	ID=cds1781;Parent=gene1836;Dbxref=ASAP:ABE-0005966,UniProtKB/Swiss-Prot:P64493,Genbank:NP_416307.1,EcoGene:EG14304,GeneID:946310;Name=NP_416307.1;gbkey=CDS;gene=yoaF;product=DUF333 family outer membrane lipoprotein;protein_id=NP_416307.1;transl_table=11	
thrC_4	NC_000913.3	-	1877538	1877532	-6	ID=cds1781;Parent=gene1836;Dbxref=ASAP:ABE-0005966,UniProtKB/Swiss-Prot:P64493,Genbank:NP_416307.1,EcoGene:EG14304,GeneID:946310;Name=NP_416307.1;gbkey=CDS;gene=yoaF;product=DUF333 family outer membrane lipoprotein;protein_id=NP_416307.1;transl_table=11	
thrB_4	NC_000913.3	-	1879247	1879255	8	ID=cds1785;Parent=gene1840;Dbxref=ASAP:ABE-0005974,UniProtKB/Swiss-Prot:P64485,Genbank:NP_416309.1,EcoGene:EG13503,GeneID:946311;Name=NP_416309.1;gbkey=CDS;gene=yeaQ;product=UPF0410 family protein;protein_id=NP_416309.1;transl_table=11	
yaaX_4	NC_000913.3	-	1881836	1881809	-27	ID=cds1789;Parent=gene1844;Dbxref=ASAP:ABE-0005987,UniProtKB/Swiss-Prot:P76250,Genbank:NP_416313.4,EcoGene:EG13506,GeneID:946316;Name=NP_416313.4;Note=putative transcriptional regulator LYSR-type;Ontology_term=GO:0006350,GO:0016563,GO:0016564;gbkey=CDS;gene=dmlR;go_function=transcription activator activity|0016563||,transcription repressor activity|0016564||;go_process=transcription|0006350||;product=transcriptional activator of dmlA;protein_id=NP_416313.4;transl_table=11	
yaaX_3	NC_000913.3	-	1881837	1881809	-28	ID=cds1789;Parent=gene1844;Dbxref=ASAP:ABE-0005987,UniProtKB/Swiss-Prot:P76250,Genbank:NP_416313.4,EcoGene:EG13506,GeneID:946316;Name=NP_416313.4;Note=putative transcriptional regulator LYSR-type;Ontology_term=GO:0006350,GO:0016563,GO:0016564;gbkey=CDS;gene=dmlR;go_function=transcription activator activity|0016563||,transcription repressor activity|0016564||;go_process=transcription|0006350||;product=transcriptional activator of dmlA;protein_id=NP_416313.4;transl_table=11	
yaaX_8	NC_000913.3	-	1890555	1890532	-23	ID=cds1796;Parent=gene1851;Dbxref=ASAP:ABE-0006011,UniProtKB/Swiss-Prot:P0AA91,Genbank:NP_416320.1,EcoGene:EG13511,GeneID:946312;Name=NP_416320.1;Note=putative outer membrane protein;Ontology_term=GO:0009274,GO:0019866;gbkey=CDS;gene=yeaY;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;product=Slp family lipoprotein%2C RpoE-regulated;protein_id=NP_416320.1;transl_table=11	
yaaX_7	NC_000913.3	-	1890556	1890532	-24	ID=cds1796;Parent=gene1851;Dbxref=ASAP:ABE-0006011,UniProtKB/Swiss-Prot:P0AA91,Genbank:NP_416320.1,EcoGene:EG13511,GeneID:946312;Name=NP_416320.1;Note=putative outer membrane protein;Ontology_term=GO:0009274,GO:0019866;gbkey=CDS;gene=yeaY;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;product=Slp family lipoprotein%2C RpoE-regulated;protein_id=NP_416320.1;transl_table=11	
yaaX_6	NC_000913.3	-	1890557	1890532	-25	ID=cds1796;Parent=gene1851;Dbxref=ASAP:ABE-0006011,UniProtKB/Swiss-Prot:P0AA91,Genbank:NP_416320.1,EcoGene:EG13511,GeneID:946312;Name=NP_416320.1;Note=putative outer membrane protein;Ontology_term=GO:0009274,GO:0019866;gbkey=CDS;gene=yeaY;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;product=Slp family lipoprotein%2C RpoE-regulated;protein_id=NP_416320.1;transl_table=11	
thrA_4	NC_000913.3	-	1891273	1891267	-6	ID=cds1797;Parent=gene1852;Dbxref=ASAP:ABE-0006013,UniProtKB/Swiss-Prot:P76256,Genbank:NP_416321.1,EcoGene:EG13512,GeneID:946304;Name=NP_416321.1;gbkey=CDS;gene=tsaB;product=tRNA(ANN) t(6)A37 threonylcarbamoyladenosine modification protein%3B binding partner and protease for TsaD;protein_id=NP_416321.1;transl_table=11	
thrA_3	NC_000913.3	-	1891274	1891267	-7	ID=cds1797;Parent=gene1852;Dbxref=ASAP:ABE-0006013,UniProtKB/Swiss-Prot:P76256,Genbank:NP_416321.1,EcoGene:EG13512,GeneID:946304;Name=NP_416321.1;gbkey=CDS;gene=tsaB;product=tRNA(ANN) t(6)A37 threonylcarbamoyladenosine modification protein%3B binding partner and protease for TsaD;protein_id=NP_416321.1;transl_table=11	
thrB_5	NC_000913.3	+	1894103	1894133	-29	ID=cds1800;Parent=gene1855;Dbxref=ASAP:ABE-0006024,UniProtKB/Swiss-Prot:P64490,Genbank:NP_416324.2,EcoGene:EG13515,GeneID:946308;Name=NP_416324.2;gbkey=CDS;gene=yoaC;product=DUF1889 family protein;protein_id=NP_416324.2;transl_table=11	
thrB_6	NC_000913.3	+	1894104	1894133	-28	ID=cds1800;Parent=gene1855;Dbxref=ASAP:ABE-0006024,UniProtKB/Swiss-Prot:P64490,Genbank:NP_416324.2,EcoGene:EG13515,GeneID:946308;Name=NP_416324.2;gbkey=CDS;gene=yoaC;product=DUF1889 family protein;protein_id=NP_416324.2;transl_table=11	
thrB_8	NC_000913.3	+	1894106	1894133	-26	ID=cds1800;Parent=gene1855;Dbxref=ASAP:ABE-0006024,UniProtKB/Swiss-Prot:P64490,Genbank:NP_416324.2,EcoGene:EG13515,GeneID:946308;Name=NP_416324.2;gbkey=CDS;gene=yoaC;product=DUF1889 family protein;protein_id=NP_416324.2;transl_table=11	
thrB_9	NC_000913.3	+	1894107	1894133	-25	ID=cds1800;Parent=gene1855;Dbxref=ASAP:ABE-0006024,UniProtKB/Swiss-Prot:P64490,Genbank:NP_416324.2,EcoGene:EG13515,GeneID:946308;Name=NP_416324.2;gbkey=CDS;gene=yoaC;product=DUF1889 family protein;protein_id=NP_416324.2;transl_table=11	
